asalto|PARAISO PARAISO|35|2014|9.8273563,-83.8684595
asalto|ABANGARES LAS JUNTAS|10|2014|10.2805726,-84.9584448
asalto|ALAJUELITA ALAJUELITA|86|2014|10.016667,-84.216667
asalto|OROTINA OROTINA|14|2014|9.911389,-84.523611
asalto|CURRIDABAT GRANADILLA|26|2014|9.933333,-84.016667
asalto|PALMARES ZARAGOZA|9|2014|10.0395486,-84.4225186
asalto|TIBAS ANSELMO LLORENTE|33|2014|9.9569277,-84.0709168
asalto|TURRIALBA LA ISABEL|3|2014|9.9198432,-83.6767281
asalto|PURISCAL SAN RAFAEL|2|2014|9.83915,-84.29052
asalto|TILARAN TILARAN|5|2014|10.4759532,-84.9629355
asalto|PUNTARENAS MONTE VERDE|1|2014|10.306982,-84.809731
asalto|SAN CARLOS AGUAS ZARCAS|21|2014|10.375813,-84.3357992
asalto|ALAJUELA DESAMPARADOS|56|2014|10.016667,-84.183333
asalto|SANTO DOMINGO SAN MIGUEL|19|2014|9.980227,-84.0511025
asalto|TALAMANCA CAHUITA|48|2014|9.658333,-82.752778
asalto|SANTA BARBARA JESUS|7|2014|10.0383406,-84.1494495
asalto|BUENOS AIRES COLINAS|1|2014|24.774789,-107.3966424
asalto|OSA PALMAR|7|2014|8.9760939,-83.5113287
asalto|MATINA CARRANDI|59|2014|9.9280694,-84.0907246
asalto|CORREDORES CORREDOR|31|2014|8.6805866,-82.9038138
asalto|SAN RAMON SAN ISIDRO|1|2014|10.083333,-84.45
asalto|TURRIALBA TURRIALBA|48|2014|9.913056,-83.682778
asalto|LA CRUZ LA CRUZ|13|2014|-32.8570046,-71.2291616
asalto|PALMARES ESQUIPULAS|2|2014|10.066667,-84.416667
asalto|SAN JOSE DESCONOCIDO|10|2014|37.3393857,-121.8949555
asalto|GUACIMO DUACARI|2|2014|9.9280694,-84.0907246
asalto|SAN CARLOS PALMERA|4|2014|18.8736116,-97.107445
asalto|PEREZ ZELEDON RIVAS|2|2014|9.4193734,-83.6594456
asalto|DESAMPARADOS SAN RAFAEL ARRIBA|46|2014|9.9166727,-84.1013616
asalto|BAGACES MOGOTE|2|2014|10.7330343,-85.2576399
asalto|ESPARZA SAN JUAN GRANDE|1|2014|9.9775946,-84.7418189
asalto|NICOYA SAN ANTONIO|1|2014|10.1987475,-85.4311094
asalto|DESAMPARADOS SAN MIGUEL|91|2014|9.146981,-83.607124
asalto|SAN ISIDRO SAN FRANCISCO|2|2014|9.8363706,-83.9158624
asalto|ATENAS CONCEPCION|3|2014|9.9495593,-84.3699767
asalto|LIMON LIMON|442|2014|9.983333,-83.033333
asalto|POCOCI ROXANA|23|2014|10.266667,-83.75
asalto|PURISCAL MERCEDES SUR|1|2014|9.8303189,-84.332381
asalto|LA UNION DULCE NOMBRE|29|2014|9.9914796,-84.0184151
asalto|VASQUEZ DE CORONADO PATALILLO|36|2014|9.9755112,-84.020708
asalto|ATENAS ATENAS|6|2014|9.9747431,-84.377861
asalto|LOS CHILES EL AMPARO|5|2014|10.85,-84.7
asalto|PUNTARENAS LEPANTO|1|2014|9.95,-85.033333
asalto|TALAMANCA BRATSI|7|2014|9.6239267,-82.8543376
asalto|PUNTARENAS BARRANCA|91|2014|9.983333,-84.716667
asalto|SIQUIRRES SIQUIRRES|230|2014|10.0939011,-83.506313
asalto|SIQUIRRES CAIRO|21|2014|9.9280694,-84.0907246
asalto|CARTAGO DULCE NOMBRE|16|2014|9.983259,-83.6579498
asalto|NICOYA SAMARA|12|2014|10.1393891,-85.4489527
asalto|NICOYA MANSION|4|2014|10.088345,-85.3534484
asalto|CARRILLO PALMIRA|4|2014|9.9280694,-84.0907246
asalto|ACOSTA CANGREJAL|1|2014|9.9280694,-84.0907246
asalto|LIBERIA NACASCOLO|1|2014|9.9280694,-84.0907246
asalto|SAN JOSE MERCED|311|2014|9.9405627,-84.0894043
asalto|NICOYA NICOYA|73|2014|9.9590676,-85.354965
asalto|POAS CARRILLOS|5|2014|10.0333,-84.2667
asalto|PUNTARENAS MANZANILLO|2|2014|10.14379,-85.0129509
asalto|SAN RAMON SAN RAFAEL|11|2014|10.0632425,-84.4673409
asalto|BAGACES BAGACES|8|2014|10.5251574,-85.254136
asalto|ASERRI SAN GABRIEL|3|2014|9.9166727,-84.1013616
roboVeh|AGUIRRE QUEPOS|23|2014|9.4313697,-84.162597
roboVeh|SAN JOSE CATEDRAL|32|2014|9.9249628,-84.0722375
roboVeh|ALAJUELA TURRUCARES|6|2014|9.9570664,-84.3200184
roboVeh|CARTAGO OCCIDENTAL|19|2014|9.8625864,-83.9254615
roboVeh|LA UNION RIO AZUL|5|2014|9.8916277,-84.0345856
roboVeh|ALAJUELA TAMBOR|15|2014|10.033333,-84.233333
roboVeh|OREAMUNO COT|2|2014|9.866667,-83.9
roboVeh|GUACIMO GUACIMO|17|2014|10.2134591,-83.6812142
roboVeh|SAN PABLO SAN PABLO|32|2014|9.6841689,-84.0392108
